300
10000000
500000	1.1455533E7	3067.0	3735.0939028366483
1500000	976790.0	3043.0	320.9957279000986
2500000	528995.0	3019.0	175.22192779065915
3500000	362504.0	2995.0	121.03639398998331
4500000	275627.0	2971.0	92.77246718276675
5500000	224624.0	2947.0	76.2212419409569
6500000	192130.0	2923.0	65.73041395826206
7500000	169953.0	2899.0	58.62469817178337
8500000	154223.0	2875.0	53.642782608695654
9500000	141384.0	2851.0	49.59102069449316
10500000	132071.0	2827.0	46.7177219667492
11500000	123796.0	2803.0	44.16553692472351
12500000	116600.0	2779.0	41.95753868297949
13500000	112048.0	2755.0	40.670780399274044
14500000	106503.0	2731.0	38.99780300256317
15500000	102025.0	2707.0	42.38600064853516
16500000	97131.0	2683.0	40.048529958054
17500000	92564.0	2659.0	38.21456759006311
18500000	89589.0	2635.0	36.683952772420625
19500000	86292.0	2611.0	35.3427113455349
20500000	82413.0	2587.0	34.1845226052008
21500000	81086.0	2563.0	33.123178475333724
22500000	78882.0	2539.0	32.15306348876178
23500000	77029.0	2515.0	31.256534966966
24500000	75872.0	2491.0	30.396006936013286
25500000	72707.0	2467.0	29.60049261884825
26500000	70972.0	2443.0	28.84606683321607
27500000	67762.0	2419.0	28.13581138580243
28500000	64229.0	2395.0	27.489426805374638
29500000	62659.0	2371.0	26.86874972502225
30500000	59827.0	2347.0	26.275289261664774
31500000	57525.0	2323.0	25.712953322173956
32500000	55238.0	2299.0	25.13920942170626
33500000	53372.0	2275.0	24.59146065506422
34500000	51970.0	2251.0	24.04321396810978
35500000	50332.0	2227.0	23.474642516153743
36500000	48460.0	2203.0	22.9563857849771
37500000	47685.0	2179.0	22.418116808085948
38500000	46518.0	2155.0	21.921543108891854
39500000	45135.0	2131.0	21.474594283798716
40500000	43425.0	2107.0	21.02564487219592
41500000	41998.0	2083.0	20.61005055329818
42500000	41413.0	2059.0	20.213050855796116
43500000	40014.0	2035.0	19.83621010208625
44500000	38384.0	2011.0	19.481277739874816
45500000	37965.0	1987.0	19.12751849883994
46500000	35895.0	1963.0	18.785673318418254
47500000	35077.0	1940.0	18.46819455382869
48500000	34274.0	1917.0	18.168150143778472
49500000	33047.0	1894.0	17.849453152910186
50500000	32159.0	1872.0	17.530628262582272
51500000	31123.0	1850.0	17.23832198097457
52500000	30144.0	1828.0	16.967632183458868
53500000	29549.0	1806.0	16.675365293537343
54500000	28566.0	1784.0	16.39278530214379
55500000	27776.0	1762.0	16.125378324510606
56500000	27227.0	1740.0	15.853773552657549
57500000	27287.0	1718.0	15.616209460043137
58500000	25815.0	1697.0	15.387871703755291
59500000	24811.0	1676.0	15.159877431440899
60500000	24434.0	1655.0	14.932494974616636
61500000	24099.0	1634.0	14.713273352441245
62500000	23014.0	1613.0	14.499869691320026
63500000	22320.0	1593.0	14.29853362198753
64500000	21625.0	1574.0	14.099556919635583
65500000	21264.0	1555.0	13.900891194759359
66500000	20789.0	1536.0	13.698190467563743
67500000	20501.0	1517.0	13.484341814252952
68500000	19952.0	1498.0	13.255741338426478
69500000	19080.0	1479.0	13.057577133070822
70500000	18680.0	1460.0	14.15661867642398
71500000	18092.0	1441.0	13.955034306500895
72500000	17723.0	1422.0	13.761087115696512
73500000	17372.0	1403.0	13.577384379533274
74500000	16662.0	1384.0	13.400085579648954
75500000	15984.0	1365.0	13.22588505304356
76500000	15305.0	1346.0	13.060104144854288
77500000	15021.0	1328.0	12.902690272672407
78500000	14736.0	1310.0	12.742136676009391
79500000	14053.0	1293.0	12.585170920478058
80500000	13684.0	1276.0	12.433542539077969
81500000	13781.0	1259.0	12.2894296199234
82500000	13148.0	1242.0	12.151065417528878
83500000	13593.0	1225.0	12.009113512738875
84500000	12736.0	1208.0	11.871912327596512
85500000	12381.0	1191.0	11.740041281095772
86500000	11972.0	1174.0	11.60867029881543
87500000	11514.0	1157.0	11.492386096150877
88500000	11389.0	1140.0	11.380087669789855
89500000	11189.0	1124.0	11.264911620388641
90500000	11205.0	1108.0	11.161236711851414
91500000	10858.0	1092.0	11.060207977896914
